id,city
7190,Valdosta
7191,Roberta
7192,Douglasville
7193,Irwinville
7194,Trenton
7195,Sunnyside
7196,Cleveland
7197,Appling
7198,Rocky Ford
7661,Griffin
7709,Decatur
7710,Cumming
7758,Snellville
7759,Riceboro
7817,Sylvester
7818,Oak Park
7878,Gainesville
7879,Trenton
7936,Kite
7987,Marietta
8039,Newnan
8089,Social Circle
8135,Fayetteville
8297,Shellman Bluff
8298,Columbus
8299,Luthersville
8300,Blairsville
8301,Statesboro
8302,Hahira
8303,Barnesville
8304,Cumming
8305,Nashville
8306,Monroe
8307,Blue Ridge
8308,Woodland
8309,Franklin
8310,Fort Valley
8311,Concord
8312,Patterson
8313,Madison
8314,Atlanta
8315,Waverly Hall
8787,Villa Rica
8831,Newnan
8832,Cleveland
8884,Plainville
45368,Ball Ground
8940,Roswell
45371,Dublin
8996,Snellville
9050,Douglasville
45366,Carlton
9099,Newnan
9147,Carrollton
9197,Sparta
9246,Sharpsburg
9403,Newborn
9404,Oxford
9405,Springfield
9406,Pinehurst
9407,Pinehurst
9408,Concord
9409,Ringgold
9410,Roswell
9411,Shannon
9412,Snellville
9413,Waynesboro
9414,Fayetteville
9415,Greensboro
9416,Decatur
9417,Alpharetta
9418,Albany
9419,Crandall
9420,Newnan
9421,Snellville
9917,Dawsonville
9959,Atlanta
9999,Eatonton
10044,Carnesville
10089,Austell
10135,Buford
10182,Conyers
10225,Crandall
10275,Gainesville
10324,Jessup
10463,Stockbridge
10464,Talbotton
10465,Carrollton
10466,Lookout Mountain
10467,Union City
10468,Villa Rica
10469,Whitesburg
10470,Waynesboro
10471,Soperton
10472,Zebulon
10473,Folkston
10474,Stone Mountain
10475,Carnesville
10476,Rising Fawn
10477,Conyers
10478,Douglasville
10479,Darien
10480,Lincolnton
10481,Woodstock
10534,Folkston
10770,Woolsey
10916,Smyrna
10954,Jonesboro
10993,Marietta
11032,Stockbridge
11074,Pineview
11116,Savannah
11157,Savannah
11198,Pinehurst
11239,Dublin
11283,Riverdale
11425,Ball Ground
11426,Concord
11427,Augusta
11428,Bainbridge
11429,Eton
11430,Carrollton
11431,Douglasville
11432,Griffin
11433,Arlington
11434,Cumming
11435,Millhaven
11436,Attapulgus
11437,Stockbridge
45377,Montrose
11830,Valdosta
11869,Tyrone
11911,Atlanta
11954,Cave Spring
11997,Hampton
12040,Lawrenceville
12041,Tennga
12082,Marietta
12127,Blue Ridge
12168,Sandersville
12208,Winder
12241,Warner Robins
12363,Haralson
12364,Lawrenceville
12365,Whitesburg
12366,Williamson
12367,Woodstock
12368,Griffin
12369,Lilly
12370,Franklin/Glenn
12371,Norcross
12372,Atlanta
12373,Fort Valley
12774,Atlanta
12816,Blythe
12862,Jackson
12900,Mc Donough
12945,Senoia
12989,Fort Gillem
46000,Blakely
13063,Monroe
13104,Marietta
13142,Hinesville
13143,Tignall
13258,Cumming
13259,Haralson
13260,Monroe
13261,Lithia Springs
13262,Loganville
13263,Whitesburg
13264,Milledgeville
13265,Cumming
13266,Carrollton
13267,Albany
13268,Woodland
13646,Lawrenceville
13684,Covington
13720,Shellman Bluff
13763,Atlanta
13801,Fitzgerald
13844,Springfield
13889,Sylvania
13929,Milner
13968,Carrollton
14008,Fort Gaines
14037,Dahlonega
14038,Plains
14116,Athens
14117,Atlanta
14118,Valdosta
14119,Garfield
14120,Danville
14121,Kensington
43031,Atlanta
14123,Villa Rica
14124,Atlanta
14125,Whitesburg
14127,Centralhatchee
14491,Grantville
14527,Villa Rica
14564,Wadley
14595,Bainbridge
14638,Sylvania
14677,Talmo
14718,Tunnel Hill
14753,Villa Rica
14788,Concord
14853,Palmetto
14926,Cumming
14927,Roopville
14928,Augusta
14929,Leesburg
14930,Augusta
14931,Buena Vista
14932,Griffin
14933,Kingston
14934,Carrollton
14935,Vaughn
14936,Canton
15278,Forsyth
15309,Moreland
15347,Stone Mountain
15348,Midville
15384,Swainsboro
15417,Unadilla
15450,Whitesburg
15486,Williamson
15523,Gillsville
15560,Indian Springs
15606,Calhoun
15715,Zebulon
15716,Clyo
15717,Midway
15718,Dawson
15719,Conley
15720,Americus
15721,Milledgeville
15722,Fitzgerald
15723,East Dublin
15724,Eatonton
45370,Washington
45373,Covington
45369,Atlanta
15725,Conyers
17473,Monroe
17474,Jackson
17475,Jackson
17476,Ringgold
17477,Locust Grove
17478,Madison
17479,Monticello
17480,Statesboro
17481,Talbotton
17482,Clermont
17483,Zebulon
17484,Atlanta
17485,Albany
17486,Albany
17487,Albany
17488,Bostwick
17489,Bostwick
17490,Byromville
17491,Clayton
17492,Claxton
17493,Williamson
17494,Cumberland Island
17495,Darien
17496,Arlington
17497,Summerville
17498,Forsyth
17499,Fargo
17500,Fort Gordon(Augusta)
17501,Cumming
17502,Statesboro
17503,Hollonville
17504,Matthews
17505,Palmetto
17506,Metter
17507,Lagrange
17508,Reidsville
17509,Savannah
17510,Marble Hill
17511,Savannah
17512,Monroe
17513,Savannah
17514,Gainesville
17515,Swainsboro
17516,Sylvester
17517,Guyton
17518,Lagrange
17519,Townsend
17521,Waycross
45372,Edison
17522,Yatesville
17523,Madison
17524,Waynesboro
17525,Atlanta
17526,Atlanta
17527,Atlanta
17528,Atlanta
17529,Atlanta
17530,Roswell
17531,Avondale Estates
17532,Barnesville
17533,Waycross
17534,Brooks
17535,Griffin
17536,Byromville
17537,Atlanta
17538,Calhoun
17539,Atlanta
17540,Clarkesville
17541,Concord
17542,Dallas
17543,Dalton
17544,East Point
17545,Dalton
17546,Concord
17547,Concord
17548,Concord
17549,Forsyth
17550,Rome
17551,Baxley
17552,Newnan
17553,Conyers
17554,Ft Valley
17555,Covington
17556,Covington
17557,Cumming
17558,Atlanta
17559,Barnesville
17560,Suches
17561,Sylvania
17562,Lovejoy
17563,Fayetteville
17564,Fayetteville
17565,Fayetteville
17566,Fayetteville
17567,Fayetteville
17568,Fayetteville
17569,Fort Mcpherson
17570,Fort Benning(Columbus)
17571,LaGrange
17572,Fort Valley
17578,Evans
17579,Naylor
17580,Calhoun
17581,Cumming
45378,Mulberry Grove
17582,Lafayette
17583,Layfayette
17584,Ashburn
45367,Ocilla
17585,East Dublin
17586,Lyons
17587,Brunswick
17588,Fort Valley
45379,Dublin
17589,Byron
17590,Duluth
17591,Waynesboro
45374,Locust Grove
45376,Stone Mountain
45375,Bostwick
17592,Clayton
18338,Jekyll Island
18424,Adel
18428,Dawson
18431,Donalsonville
18436,Canon
18439,Jefferson
18549,Cuthbert
18556,Elberton
18594,Hinesville
18595,Louisville
18596,Millen
18709,Greensboro
18786,Canton
18790,Cochran
18796,Ellijay
18801,Stockbridge
18802,Cedartown
18805,Hampton
18825,Nahunta
18826,Nashville
18827,Quitman
18828,St Marys
18829,Soperton
18869,Hawkinsville
18873,Madison
18876,Montezuma
18893,Warm Springs
18959,Wrens
18974,Butler
18975,Griffin
19021,Cairo
19032,Ashburn
19098,Buena Vista
19174,Dahlonega
19175,Covington
19177,Lafayette
3359,Albany
19229,Americus
3368,Augusta
3369,Athens
19269,Cornelia
19277,Alma
3384,Atlanta
19341,Waycross
19344,Hazlehurst
19371,Bainbridge
19374,Baxley
19378,Blakely
3424,Brunswick
19426,Waynesboro
19468,Atlanta
19505,Cordele
3468,Columbus
19560,Carrollton
19575,Claxton
19578,Camilla
19584,Calhoun
19609,Monroe
19617,Dublin
19644,Augusta
19645,Dalton
19651,Douglas
18783,Blairsville
19791,Eastman
19862,Atlanta
3546,Atlanta
19917,Fitzgerald
19986,Gainesville
300160,Fort Stewart
20073,Homerville
20077,Thomson
20165,Washington
20210,Jesup
20230,Sylvania
20235,Jasper
20334,Lagrange
20342,Fort Stewart(Hinesville)
3655,Fort Benning(Columbus)
20401,Lawrenceville
20468,Macon
3669,Macon
3680,Marietta
20501,Moultrie
20505,Metter
20525,Milledgeville
20556,Mc Rae
20570,Moultrie
20737,Sandersville
20759,Thomaston
3767,Atlanta
20834,Pine Mountain
42970,Dallas
20897,Perry
3851,Rome
20969,Reidsville
20981,Atlanta
3864,Savannah
21037,Swainsboro
3902,Brunswick
3910,Savannah
21130,Sylvester
21180,Statesboro
21203,Tifton
21211,Toccoa
21233,Thomasville
3943,Valdosta
21317,Vidalia
3946,Valdosta
21334,Cartersville
21372,Winder
3951,Warner Robins
43073,Fort Valley
13025,Valdosta
45996,Jackson
45997,Moultrie
45998,Perry
45999,Conyers
46001,Buchanan
299731,Augusta
300372,Atlanta
301244,
14122,Locust Grove
17520,Newnan
6536,Kailua/Kona
6650,Pearl Harbor
15607,Kaunakakai
302039,Waimanalo
17623,Hanalei
17624,Hakalau
17625,Hanamaulu
17626,Hilo
17627,Honokaa
17628,Waikoloa Village
17629,Honolulu
17630,Kahuku
17631,Kailua/Kona
17632,Kamuela
17633,Mountain View
17634,Honolulu
17635,Naalehu
17636,Paauilo
17637,Pahala
17638,Pahala
17639,Papaikou
17640,Pepeekeo
17641,Puhi
17642,Honolulu
17643,Honolulu
17644,Puhi
17645,Kaunakakai
17646,Lahaina
17647,Volcano Village
17648,Haena
17649,Honolulu
17650,Honolulu
17651,Kahuku
17652,Kahuku
5441,Kekaha
5442,Mokuleia
17621,Tern Island
5443,Wahiawa
5444,Hana
5446,Lahaina
5447,Kapolei
5448,Kailua/Kona
313934,Kaanapali
5449,Lihue
21732,Kalaupapa
5450,Kaunakakai
5451,Kamuela
5452,Kaneohe
5453,Honolulu
23310,Honolulu
5454,Lanai City
5455,Kahului
24070,Hanapepe
5456,Camp Pohakuloa
5457,Hilo
5458,Hawi
6494,Kure Atoll
309370,
313931,Kailua-Kona
313932,South Point
320985,Maui
6592,Maysville
6651,Boone
6706,Montezuma
6763,Packwood
6819,Nora Springs
6873,Walford
7026,Brooklyn
7159,Corydon
7201,Knoxville
7202,Carroll
7203,Audubon
7204,Waterloo
7205,Mediapolis
7206,Millerton
7207,Victor
7208,Cromwell
7209,Center Point
7210,Middleton
7645,Hartley
7646,Lake Mills
7662,Waterloo
7761,Lemars
7819,Sabula
310040,Bellvue
7988,Coon Rapids
8136,West Burlington
8324,Corning
8325,Dorchester
8326,Spencer
8327,Creston
8328,Nevada
8329,Randolph
8330,Iowa City
8331,Britt
8771,Mount Ayr
8772,New Hampton
8773,Paullina
8941,Shenandoah
8997,Cedar Falls
9148,Keosauqua
9427,Davenport
9428,Dubuque
9429,Elkader
9430,Mount Pleasant
9431,Waterloo
9432,Hamburg
9433,Lake City
9434,Cedar Rapids
9435,Onawa
9436,Crystal Lake
14130,Larchwood
9898,Primghar
9899,Radcliffe
9900,Hawarden
10045,Orange City
10325,Dallas Center
10485,Washington
10486,Melbourne
10487,Jefferson
10488,Des Moines
10489,Missouri Valley
10490,Marcus
10491,Ottumwa
10492,Palo
10493,Keokuk
10494,Rake
10901,Wall Lake
10902,Woodbine
11117,West Burlington
11158,Ankeny
11365,Ackley
11397,Milford
11439,Creston
11440,Iowa Falls
11441,West Liberty
11442,Charles City
11443,Danville
11444,Clarion
11445,Cedar Falls
11446,Williamsburg
11447,Dike
11955,Tama
12330,Northwood
12378,Newton
12379,Sioux City
12380,Humeston
12381,Sioux City
12382,Rudd
12383,Renwick
12384,Wellman
12385,Rock Rapids
12386,Hartley
12863,Martelle
12901,Bloomfield
13203,Eldora
13271,Leon
13272,Sac City
13273,Council Bluffs
13274,Sioux City
13275,Des Moines
13276,Dunkerton
13277,Albion
13278,Lockridge
13279,Marshalltown
13280,Osceola
13321,Grundy Center
13323,Keosauqua
13764,Mason City
13845,Greenfield
14058,Monona
14059,Montezuma
14129,North English
14131,Marion
14132,Clinton
14133,Fairfield
14134,New Hampton
14135,Pella
14596,Sigourney
14678,Floyd
14823,Cedar Rapids
14868,Sully
14869,Toledo
14870,Traer
14939,Muscatine
14940,Rock Valley
14941,Winfield
14942,Red Oak
15279,Missouri Valley
15385,Jewell
15524,Carson
15561,Hawarden
15608,Eddyville
16511,Amana
16512,Waverly
16715,Cresco
17664,Elkader
17679,Menlo
17680,Oakland
17681,Bellevue
17682,Cedar Falls
17683,Decorah
17684,Centerville
17685,Sigourney
17686,Corydon
17687,Lohrville
17688,Grinnell
17689,Dubuque
17690,Indianola
17691,Clear Lake
17692,Cherokee
17693,Guttenberg
17694,Hawkeye
17695,Iowa City
17696,Janesville
17697,Jesup
17698,Chariton
17699,Leclaire
17700,New London
17701,Guttenberg
17702,Oxford
17703,Solon
17704,Stockport
17705,Blakesburg
17706,Hiawatha
17707,Waterloo
17708,Zwingle
17709,Hampton
17710,Oskaloosa
17711,Rockwell
17712,Oskaloosa
17713,Council Bluffs
17714,Creston
17715,Ida Grove
17716,Des Moines
17717,Anamosa
17718,Sibley
17719,Indianola
17720,Iowa Falls
17721,Strawberry Point
17722,Lamoni
17723,Marcus
17724,Corydon
17725,Grimes
17726,Polk City
17727,Fort Atkinson
17728,Sigourney
17729,De Soto
17730,Estherville
17731,Dubuque
17732,Harlan
17733,Farrar
17734,Oelwein
17735,Whiting
17736,Keokuk
17737,Waterloo
17738,Fairfield
17739,Elkhorn
17740,Oskaloosa
17741,Des Moines
17742,Donnellson
17743,Indianola
17744,Atlantic
17745,La Motte
17746,Marcus
17747,Buffalo Center
17748,Indianola
17749,Cedar Rapids
17750,Cedar Rapids
17751,Fort Dodge
17752,Cedar Rapids
17753,Corydon
17754,Mediapolis
17755,Vinton
17756,Emmetsburg
46309,Dyersville
17757,Dyersville
17758,Davenport
17759,Des Moines
17760,Livermore
17761,Lawton
17762,Indianola
17763,Indianola
17764,Grimes
17765,Mc Causland
17766,Woodward
17767,Humboldt
17768,Red Oak
17769,Iowa City
17770,Missouri Valley
17771,Moorland
17772,Webster City
17773,Primghar
17774,La Porte City
17775,Des Moines
17776,Spirit Lake
18371,Humboldt
18633,Rockwell City
18753,West Union
18754,Winterset
18810,Albia
18831,Bloomfield
19121,Tipton
19170,Allison
19239,Audubon
19262,Atlantic
3375,Waterloo
19280,Ames
19332,Washington
19335,Algona
19398,Boone
3425,Burlington
19439,Marion
19443,Manchester
19461,Clarion
19463,Council Bluffs
19470,Charles City
3451,Cedar Rapids
19500,Carroll
19509,Cherokee
19522,Chariton
19556,Corning
19559,Creston
19573,Clinton
19587,Osage
3482,Dubuque
19622,Decorah
19646,Denison
3496,Des Moines
19669,Davenport
19714,Eagle Grove
19720,Webster City
19734,Jefferson
19736,Emmetsburg
19761,Keokuk
19772,Estherville
19863,Fairfield
3536,Fort Dodge
19902,Fort Madison
19913,Forest City
19931,Guthrie Center
19944,Greenfield
19947,Grinnell
20069,Harlan
20074,Hampton
20145,Osceola
20152,Clarinda
20153,Ida Grove
20159,Iowa Falls
20164,Independence
20170,Ankeny
20182,Iowa City
20186,Sibley
20248,Onawa
20372,Le Mars
20482,Mason City
20494,Mapleton
20511,Marshalltown
20552,Mount Pleasant
20571,Muscatine
20587,Monticello
20744,Oelwein
20756,Oskaloosa
20760,Maquoketa
20762,Orange City
3760,Ottumwa
20786,Knoxville
20816,Pella
20856,Pocahontas
20867,Perry
20921,Red Oak
20960,Rock Rapids
21044,Shenandoah
21067,Sheldon
21075,Sac City
21078,Storm Lake
21098,Sioux Center
21103,Spencer
3909,Sioux City
21207,Newton
21234,Centerville
21242,Belle Plaine
21338,Vinton
21420,Anita
21733,Lamoni
315648,Alburnett
322061,Iowa City
18358,Spirit Lake
26323,Waukon
26325,Postville
26328,Bedford
26329,Belmond
26335,Des Moines
6537,Clark Fork
6530,Lava Hot Springs
6652,Cascade
6707,Council
6764,Emmett
6820,Grangeville
6874,Kuna
6929,Malta
6977,Marsing
7027,Moscow
7211,Featherville
7212,Filer
7213,May
7214,Mountain Home
7215,Shoshone
7216,Oreana
7217,Salmon
45394,Murphy
45387,Grangeville
7515,Nez Perce
7578,Landmark
7579,Lowman
7580,Mackay
7581,Mahoney Creek
7582,Martin
7583,May
7584,Midvale
7625,Coeur D'Alene
7663,Muldoon
7711,Riddle
7762,Salmon
7820,Stanley
7881,Boise
7937,Coeur D Alene
7989,Montpelier
8040,Midvale
8090,Mountain Home
8332,Horseshoe Bend
8333,Sandpoint
8334,Oasis
8335,Ketchum
8336,Kimberly
8337,Eden
8338,Gooding
8339,Inkom
8639,Porthill
8642,Priest River
8643,Slate Creek
8706,Minidoka
8707,Moose Creek Ranger Station
8708,Murphy
8709,New Meadows
8710,Oakley
8711,Pine
45383,Idaho City
301245,
8885,Placerville
9002,Mc Call
45389,Sandpoint
9437,Mackay
45385,Triangle
9438,Athol
45391,Mccall
45395,Fruitland
9439,Cayuse Creek
45400,Jerome
9816,Prairie
9817,Rockford
9818,Shearer
9819,Stanley
9820,Stanley
45386,Murtaugh
45382,Cavendish
45380,Atlanta
45384,Grangeville
45949,Nampa
10326,Albion
45393,Weippe
10495,Glenns Ferry
10496,Kuna
10839,Three Creek
10840,Warren
10841,Yellow Pine
45396,Kuna
45397,Donnelly
11854,Parma
11940,Atlanta
12026,Big Creek
12042,Atlanta
46296,Palisades
13044,Coolin
13085,Nordman
45388,Sandpoint
13281,Coeur D Alene
13790,Idaho City
13835,Orogrande
13995,Lewiston
301235,
14126,Caldwell
43043,Moscow
45390,Twin Falls
14705,Soldier Bar
45398,Salmon
45392,Meridian
45381,Smith'S Ferry
15487,Priest River
15562,Emmett
15609,Challis
16071,Dixie
17063,Garden Valley
17067,Cavanaugh Bay
17662,Big Creek Ranger Station
17778,Caldwell
17779,Clark Fork
17780,Coeur D'Alene
17781,Coeur D'Alene
17782,Fish Haven
17783,Athol
17784,Hayden Lake
17785,Post Falls
17786,Mc Call
17787,Post Falls
17788,Potlatch
17789,Reubens
17790,Riverside
17791,St Maries
17792,St Maries
17793,Silverton
17794,Bellevue
17795,Council
17796,Idaho Falls
17797,Sandpoint
17798,Post Falls
17799,Hauser Lake
17800,Spirit Lake
17801,Worley
17802,Sagle
17803,Sandpoint
45399,Mayfield
17804,Coeur d Alene
17805,Dixie
17806,Orofino
17807,Ketchum
17808,Eagle
17809,Clark Fork
17810,Clarkia
17811,Athol
17812,Cascade
45174,Moore
17814,Lewiston
17815,Hauser Lake
17816,Bruneau
17817,Marsing
17818,Yellow Pine
17819,Shoshone
17820,Coeur D'Alene
17821,Cascade
17822,Twin Falls
17823,Ahsahka
17824,Huston
17825,Athol
17826,Boise
17827,Idaho Falls
17828,Hayden Lake
17829,Chester
17830,Rupert
17831,Sandpoint
17832,Cascade
17833,Mackay
17834,Moscow
17835,Boise
17836,Lake Fork
17837,Moscow
17838,Priest River
17839,Grace
17840,Homedale
17841,Pocatello
17842,Coeur D'Alene
17843,Orofino
17844,Challis
17845,Kuna
17846,Sun Valley
17847,Ketchum/Sun Valley
17848,Coeur D'Alene
17849,Irwin
17850,Coeur D Alene
17851,Cascade
17852,Clark Fork
17853,Dixie
17854,Cambridge
17855,Clark Fork
17856,Nampa
17857,Caldwell
17858,Picabo
17859,Nampa
17860,Headquarters
17861,Elk River
17862,Cascade
17863,Idaho Falls
17864,Hill City
17865,Boise
17866,Keuterville
17867,Boise
17868,Star
17869,Yellow Pine
17870,Troy
17871,Horseshoe Bend
17872,Donnelly
17873,De Smet
17874,Coeur D'Alene
17875,Twin Falls
18517,Mud Lake
18518,Paris
18960,Bonners Ferry
19288,Arco
3421,Boise
19429,Burley
19531,Coeur d'Alene
19629,Driggs
19778,Caldwell
19967,Gooding
3606,Idaho Falls
20209,Jerome
20352,Challis
20393,Lewiston
317082,Nampa
20522,Malad City
3715,Mountain Home
20591,McCall
3776,Pocatello
20977,Rexburg
21014,Nampa
21018,St Maries
21019,Kamiah
21020,Payette
21021,Emmett
21022,Grangeville
21023,Kellogg
21024,Cottonwood
21026,Weiser
21086,Salmon
21118,Hailey
21131,Sandpoint
3935,Twin Falls
21244,Leadore
21245,American Falls
21246,Blackfoot
21247,Buhl
21253,Preston
21254,St Anthony
21260,Aberdeen
21265,Rigby
21266,Downey
21267,Mackay
21268,Stanley
21271,Cascade
21272,Mountain Home
21274,Soda Springs
21275,Chamberlain Guard Station
21276,Cold Meadows Guard Station
21277,Council
21278,Glenns Ferry
24382,Homedale
24383,Orofino
24385,Coeur D'Alene
24386,Coeur D Alene
24388,Indian Creek
24389,Kooskia
24392,Craigmont
24393,Elk City
24394,Fish Lake
24396,Glengary
25215,Atomic City
25216,Dubois
25217,Atlanta
25218,Atomic City
25219,Atomic City
25220,Bancroft
25221,Lake/Island Park/
25222,Bernard
25223,Big Creek
25224,Ketchum
25225,Carey
25226,Challis
25228,Donnelly
25229,Fairfield
25230,Galena
25231,Garden Valley
25232,Grasmere
25233,Grouse
25234,Hailey
25235,Hazelton
25236,Howe
25237,Idaho City
25238,Kimama
39585,
39586,Dixie
41345,Donnelly
46002,Moscow
316247,Caldwell
17813,Sandpoint
6539,Polo
6541,Kings
6544,Chatham
6594,Hoopeston
6596,Dow
6602,Pinckneyville
6655,Libertyville
6709,Monee
6711,Alton
6766,Hudson
6767,Mansfield
6771,West Dundee
6822,Bonfield
6824,Mount Auburn
6828,Willowbrook
6875,Earlville
6877,Nauvoo
6881,Elburn
6979,Tampico
6980,Du Quoin
6984,Dwight
7029,Joliet
7031,Rockford
7035,Capron
7102,Hinckley
7104,Mendota
7105,Newark
7227,Mc Leansboro
7228,Broadview
45950,Alma
7229,Danville
7230,Downers Grove
7231,De Kalb
7232,De Kalb
7233,De Kalb
7242,Rock Island
7243,Glenview
7244,Deer Grove
7245,Lovington
7246,Dongola
7247,Quincy
7248,West Brooklyn
7283,Belvidere
7284,Jerseyville
7285,St. Augustine
7286,Jerseyville
7287,La Salle
7288,St Joseph
7289,Sandwich
7290,Sandwich
7291,Savanna
7665,Kankakee
7713,Kankakee
7715,Effingham
7719,Chenoa
7764,Kankakee
7766,Aledo
7771,Wolf Lake
7827,Melrose Park
7882,Kewanee
7884,Du Quoin
7889,Melrose Park
7939,Franklin Grove
7944,Tiskilwa
7991,Kirkland
7993,Goreville
7997,Bull Valley
8046,Mahomet
8092,La Grange
8094,South Barrington
8138,Bloomington
8140,Wayne City
8144,Manteno
8219,Rockford
8348,El Paso
8349,Irving
8350,Delavan
8351,Alton
8352,Millstadt
8353,Dixon
8354,Dixon
8355,Donovan
8356,Mc Lean
8365,Belleville
8366,Bement
8367,Blue Mound
8368,Lanark
8369,Paw Paw
8370,Rockford
8371,Ashton
8414,Seneca
8415,Lawrenceville
8416,Seneca
8417,Litchfield
8418,Shannon
8419,Sheffield
8420,Sheldon
8421,Loami
8789,Palos Heights
8791,Winslow
322011,Lincoln
8835,Mattoon
8887,Galena
8889,Carman
8894,Ottawa
8942,Elk Grove Village
8944,Plymouth
8949,Palatine
8999,Geneseo
9001,Galena
9006,Pinckneyville
9052,Virden
9054,Chatham
9059,Piper City
9101,Leaf River
9103,Fairbury
9107,Sycamore
9150,Jerseyville
9152,Dahlgren
9156,Valmeyer
9199,Leaf River
9201,Fillmore
9205,Westervelt
9248,Heyworth
9250,Fairbury
9254,Waterloo
9333,Yates City
9450,Shannon
9451,Durand
9452,Dwight
9453,East Moline
9454,Perry
9455,Omaha
9456,Hardin
9457,Belleville
9458,Elgin
9459,Monee
9469,Peoria
9470,Elmira
9471,Illinois City
9472,Lacon
9473,Lena
9474,Lindenwood
9475,Cooksville
9482,Monticello
299725,Taylorville
9518,Sheridan
9519,Sherrard
9520,Shirley
9521,Macon
9522,Sidney
9523,Silvis
9524,Pontiac
9525,Nashville
9526,Somonauk
9763,Watson
9824,Lostant
9919,Flora
9921,Genoa
9925,Chapin
9961,Tamms
9963,Havana
9967,Chenoa
10001,Tamms
10003,Kilbourne
10007,Cordova
10047,Clinton
10049,Findlay
10053,Wheeler
10091,Lewistown
10093,Marseilles
10097,Sumner
10137,La Moille
10139,Findlay
10145,Robinson
10185,Batchtown
10187,Monmouth
10191,Hardin
10228,Lincoln
10230,Marengo
10234,Modoc
10277,Lincoln
10279,Nauvoo
10284,Granite City
10328,Lincoln
10330,Streator
45403,Hamilton
10461,Geneseo
10483,Erie
10507,Elmhurst
10508,New Douglas
10509,Elwood
10510,Stillman Valley
10511,Middletown
10512,Springfield
10513,Pinckneyville
10514,Steward
10515,Evanston
10516,Atlanta
10525,Blue Mound
10526,Roseville
10527,Blue Mound
10528,Hanover
10529,Pawnee
10530,Bonnie
10531,Wenona
10532,Bradford
10533,Grand Tower
10536,Hillsboro
10538,Kankakee
10569,South Beloit
10570,Marissa
10571,Geneseo
10572,Marshall
10573,Spring Grove
10574,Spring Grove
45401,New Athens
10575,Spring Valley
10576,Mc Leansboro
10577,Pocahontas
10578,Williamsville
10919,Cornell
10921,Chicago
10955,Lindenwood
10957,Grand Ridge
10995,Union
11036,Seymour
11076,Minooka
11078,Barry
11083,Carlinville
11119,Lake Forest
11121,Bolingbrook
11160,Macomb
11165,Long Grove
11200,Kempton
11202,Durand
11241,Godfrey
11243,Lexington
11246,Leaf River
11285,Somonauk
11287,Dixon
11292,Decatur
11438,Chicago/Schaumburg
11457,Litchfield
11458,Fairbury
11459,Stillman Valley (Byron)
11460,St Elmo
11461,Morrison
11462,West Chicago
11463,Brussels
11464,Murphysboro
11465,Benson
11475,Anna
11476,Atwood
11477,Chester
11478,Chicago
11479,Harrisburg
11480,Hecker
11481,Minonk
11482,Seymour
11483,Sparland
11484,Bunker Hill
11515,Steward
11516,Steward
11517,Champaign
11518,Stockton
11519,Chebanse
11520,Sycamore
11521,Sycamore
11522,Morrisonville
11832,Antioch
11834,Freeport
11870,Mansfield
11872,Griggsville
11914,Paxton
11916,Minooka
11957,Mansfield
11959,Benton
11999,Streator
12001,Ohio
12006,Springfield
12044,Manteno
12046,Grandview
12049,Union
12084,Caledonia
12086,Thomasboro
12090,Waterman
12129,Harvard
12131,Fairfield
12170,Manteno
12172,Marion
12210,Maple Park
12212,Greenville
12396,Herrin
12397,Pecatonica
12398,Pinckneyville
12399,Galesburg
12400,Hoffman Estates
12401,Marion
12402,Seneca
12403,Downers Grove
12404,Salem
12414,Carbondale
12415,Carrollton
12416,Evansville
12417,Lake City
12418,Toulon
12419,Fairmount
12420,Mc Henry
12421,Carthage
12426,Rushville
12457,Mount Carmel
12458,Moweaqua
12459,Moweaqua
12460,Murdock
12461,Trivoli
12462,Union
12463,Union Hill
12464,Morrison
12777,Browns
12782,Belleville
12819,Dwight
12826,Peirron
12865,Marengo
12867,Fithian
310043,Yorkville
12903,Marengo
12905,El Paso
12948,Marengo
12950,Fox Lake
12953,Chicago
12990,Marengo
12992,Leeds
13027,Marengo
13029,Lisle
13065,Marseilles
13067,Mount Carmel
13071,Oregon
13106,Marseilles
13108,Hampshire
13145,Marseilles
13147,Niota
13151,New Boston
13291,Genoa
13292,Galatia
13293,Huntley
13294,German Valley
13295,Lanark
13296,Dongola
13297,Gilberts
13298,Hoffman Estates
13299,Centralia
13308,Urbana
13309,Cary
13310,Lemont
13311,Mount Vernon
13312,Des Plaines
13314,Chicago
13315,Homer
13316,Joliet
13345,Neoga
13346,Neoga
13347,Viola
13348,New Athens
13349,New Berlin
13350,New Memphis
13351,Newton
13352,Watseka
13353,Coulterville
13648,Farmersville
13650,Oak Brook
13654,Pontiac
13685,Park Ridge
13687,Paxton
13692,Pontiac
13721,Warrenville
13723,Plano
13728,Princeton
13766,Litchfield
13803,Mendota
13805,Colona
13810,Springfield
13847,Mount Vernon
13849,Rochelle
13854,Wyoming
13891,Geneva
13893,Rolling Meadows
13897,Barrington
13930,Effingham
13932,Oak Brook
13936,Galena
13971,Dixon
13973,Red Bud
14010,Ashton
14012,Hillview
14054,Peoria
14144,Grant Park
14145,Grays Lake
14146,Greenvalley
14147,Arlington Heights
14148,Amboy
14149,Hampshire
14150,Hampshire
14151,Harding
14152,Earlville
14161,Winnebago
14162,Belleville
14163,Clinton
14164,Danville
14165,Gilberts
14166,Elmhurst
14167,Alhambra
14168,Aurora
14169,Columbia
